season_id,game_id,date,team,opponent_team,is_home,player,minutes,starter,points,fgm,fga,3pm,3pa,ftm,fta,oreb,dreb,rebounds,assists,turnovers,steals,blocks,fouls,plus_minus,dnp_reason
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Sage Mitchell,7,0,3,1,2,1,1,0,0,0,0,0,2,0,0,1,0,4,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Spencer Perez,17,0,0,0,1,0,0,0,1,1,1,2,3,0,0,1,1,-3,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Dakota Roberts,28,1,8,3,5,0,1,2,2,1,3,4,4,1,1,0,0,-10,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Quinn Anderson,40,1,18,8,15,2,4,0,4,2,5,7,3,2,1,1,3,9,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Avery Clark,39,1,20,9,14,0,1,2,3,1,8,9,4,3,0,1,2,13,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Parker Lewis,40,1,21,9,16,1,1,2,5,3,4,7,3,2,4,1,3,14,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Reese Walker,40,1,18,9,17,0,1,0,0,4,5,9,2,0,0,0,3,10,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Hayden Young,18,0,7,3,5,0,0,1,2,0,2,2,2,0,0,0,1,5,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Rowan Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNP - Coach Decision
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Logan Scott,18,1,8,4,6,0,0,0,0,0,1,1,3,3,1,1,6,5,
MH-2025,G011,2026-01-04,Pine Valley Pioneers,Lakeshore Lynx,0,Blake Hill,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Finley Turner,39,1,14,5,7,1,3,3,3,0,3,3,5,0,1,0,2,1,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Harper Phillips,28,1,7,3,5,0,1,1,1,1,6,7,1,1,1,0,3,4,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Kendall Campbell,17,0,4,2,4,0,0,0,0,0,4,4,1,0,1,1,3,6,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Micah Parker,32,1,20,8,14,3,4,1,1,3,3,6,4,1,0,1,3,4,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Noah Evans,36,1,19,8,13,1,2,2,3,1,7,8,1,3,2,1,4,-2,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Sam Edwards,7,0,4,2,2,0,0,0,0,0,3,3,0,0,0,0,2,0,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Alex Patel,20,0,5,1,4,1,1,2,2,4,1,5,4,1,2,2,0,2,
MH-2025,G012,2026-01-07,Desert Mesa Meteors,Pine Valley Pioneers,1,Jordan Nguyen,21,1,6,3,8,0,1,0,0,1,1,2,5,0,0,0,1,2,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Quinn Anderson,40,1,10,4,5,1,1,1,1,1,5,6,4,1,3,0,3,-1,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Avery Clark,40,1,9,3,10,1,3,2,2,1,12,13,4,3,0,0,6,-5,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Parker Lewis,40,1,18,7,18,1,4,3,3,1,3,4,1,4,1,2,5,-2,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Reese Walker,21,0,11,4,8,0,1,3,3,0,3,3,5,1,1,0,1,0,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Hayden Young,23,1,10,5,9,0,1,0,0,0,2,2,3,0,0,0,1,1,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Rowan Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNP - Coach Decision
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Logan Scott,25,1,10,4,8,0,0,2,3,0,5,5,0,1,0,2,2,-3,
MH-2025,G012,2026-01-07,Pine Valley Pioneers,Desert Mesa Meteors,0,Blake Hill,11,0,4,2,4,0,0,0,0,0,3,3,3,0,0,1,0,-9,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Quinn Anderson,31,1,10,4,10,1,2,1,2,0,5,5,4,4,0,2,3,7,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Avery Clark,35,1,12,5,8,1,2,1,1,3,8,11,3,3,2,2,5,3,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Parker Lewis,28,1,14,6,13,0,2,2,2,0,1,1,6,2,0,0,1,0,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Reese Walker,33,1,10,3,4,1,1,3,6,1,6,7,2,1,0,1,2,9,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Hayden Young,26,1,5,2,7,0,1,1,1,0,5,5,4,0,0,0,3,0,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Rowan Allen,7,0,2,1,3,0,1,0,0,1,2,3,0,0,0,0,0,-1,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Logan Scott,17,0,9,4,4,0,0,1,1,0,5,5,0,0,1,1,4,-5,
MH-2025,G013,2026-01-10,Pine Valley Pioneers,Desert Mesa Meteors,1,Blake Hill,23,0,5,2,6,1,1,0,0,1,1,2,0,1,2,3,0,5,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Finley Turner,39,1,14,7,15,0,3,0,4,2,4,6,3,6,0,1,1,1,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Harper Phillips,20,1,2,1,3,0,1,0,1,1,0,1,3,1,0,0,0,6,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Kendall Campbell,37,1,14,7,12,0,0,0,2,3,6,9,2,1,4,0,5,-6,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Micah Parker,35,1,15,7,15,0,1,1,3,0,4,4,3,2,1,0,5,3,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Noah Evans,35,1,13,6,13,1,5,0,3,1,3,4,1,4,2,0,5,-1,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Sam Edwards,15,0,0,0,3,0,1,0,1,0,1,1,3,0,1,1,1,2,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Alex Patel,7,0,4,2,3,0,1,0,0,0,4,4,0,0,0,0,0,-5,
MH-2025,G013,2026-01-10,Desert Mesa Meteors,Pine Valley Pioneers,0,Jordan Nguyen,12,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,4,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Finley Turner,12,0,9,3,5,1,2,2,2,0,3,3,3,1,0,0,1,2,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Harper Phillips,40,1,12,6,12,0,2,0,2,0,6,6,4,5,0,0,3,-2,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Kendall Campbell,34,1,15,7,11,0,1,1,1,0,3,3,3,0,3,0,6,-4,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Micah Parker,34,1,2,1,6,0,0,0,1,0,4,4,3,3,2,0,2,-1,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Noah Evans,22,0,12,5,8,0,2,2,3,0,4,4,1,2,1,0,1,0,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Sam Edwards,4,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-6,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Alex Patel,30,1,2,1,2,0,0,0,0,2,4,6,3,0,1,4,1,-3,
MH-2025,G014,2026-01-13,Desert Mesa Meteors,Pine Valley Pioneers,1,Jordan Nguyen,24,1,10,4,6,1,1,1,1,2,2,4,0,1,0,0,1,0,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Quinn Anderson,21,0,1,0,7,0,3,1,1,0,2,2,1,1,0,1,2,-1,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Avery Clark,40,1,10,4,13,0,3,2,2,0,6,6,4,1,2,0,3,1,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Parker Lewis,22,1,19,8,15,3,3,0,1,0,3,3,2,1,0,0,3,-4,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Reese Walker,18,0,5,2,6,0,0,1,1,0,4,4,1,0,0,1,0,2,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Hayden Young,34,1,12,5,10,0,0,2,3,0,3,3,4,4,0,1,5,-4,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Rowan Allen,12,0,5,2,3,0,0,1,1,1,2,3,1,1,0,1,0,5,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Logan Scott,25,1,9,4,7,0,0,1,3,0,2,2,0,2,1,1,1,-5,
MH-2025,G014,2026-01-13,Pine Valley Pioneers,Desert Mesa Meteors,0,Blake Hill,28,1,2,1,3,0,0,0,1,0,2,2,2,1,1,0,2,-4,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Elliot Green,24,0,14,6,9,0,1,2,2,1,4,5,3,4,0,0,1,1,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Emerson Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Kai Baker,25,1,14,5,8,0,0,4,4,0,5,5,1,2,0,1,1,5,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Jules Nelson,34,1,14,5,9,0,1,4,4,1,3,4,5,4,0,0,3,3,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Marley Carter,34,1,19,9,15,0,0,1,1,1,3,4,4,2,2,2,4,2,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Sage Mitchell,34,1,8,4,6,0,0,0,0,1,6,7,2,1,1,1,6,6,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Spencer Perez,31,1,6,3,8,0,0,0,0,3,2,5,3,0,0,1,1,3,
MH-2025,G015,2026-01-16,Lakeshore Lynx,Desert Mesa Meteors,1,Dakota Roberts,18,0,4,2,4,0,0,0,0,0,2,2,4,0,1,0,1,-1,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Finley Turner,40,1,8,3,9,1,3,1,2,0,4,4,4,3,1,0,2,-9,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Harper Phillips,30,1,7,2,6,0,1,3,3,0,3,3,3,1,1,1,1,-4,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Kendall Campbell,40,1,21,9,14,1,1,2,3,2,5,7,1,2,4,0,6,-1,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Micah Parker,40,1,13,6,13,1,5,0,3,0,3,3,6,4,2,0,2,3,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Noah Evans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Sam Edwards,21,1,6,2,4,0,0,2,2,5,4,9,5,0,2,2,2,-4,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Alex Patel,16,0,7,3,7,0,1,1,1,2,3,5,1,0,1,0,1,-5,
MH-2025,G015,2026-01-16,Desert Mesa Meteors,Lakeshore Lynx,0,Jordan Nguyen,13,0,7,3,4,1,1,0,0,3,0,3,2,0,0,0,0,1,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Finley Turner,29,1,14,5,13,3,7,1,1,0,4,4,2,2,1,0,0,1,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Harper Phillips,40,1,14,5,10,0,0,4,4,0,7,7,8,2,1,1,5,2,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Kendall Campbell,34,1,3,1,4,0,1,1,2,3,8,11,4,3,3,0,2,1,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Micah Parker,40,1,14,5,6,2,2,2,2,1,3,4,2,5,0,0,5,2,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Noah Evans,27,1,13,5,13,0,0,3,3,0,3,3,3,1,1,0,0,3,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Sam Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNP - Coach Decision
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Alex Patel,20,0,10,4,6,0,0,2,2,1,6,7,1,0,1,0,1,-2,
MH-2025,G016,2026-01-19,Desert Mesa Meteors,Lakeshore Lynx,1,Jordan Nguyen,10,0,2,1,2,0,0,0,0,1,2,3,0,2,0,0,0,10,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Elliot Green,14,0,6,1,3,0,0,4,5,2,4,6,2,1,0,0,1,-3,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Emerson Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Kai Baker,40,1,2,1,11,0,0,0,2,1,2,3,1,1,1,0,3,-6,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Jules Nelson,29,1,15,5,11,0,0,5,8,0,8,8,2,3,2,0,2,-1,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Marley Carter,39,1,34,15,23,1,1,3,8,0,3,3,4,7,2,1,6,-5,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Sage Mitchell,20,0,2,1,5,0,1,0,1,1,6,7,0,1,0,1,1,-2,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Spencer Perez,22,1,2,1,4,0,0,0,1,1,4,5,1,0,0,1,4,2,
MH-2025,G016,2026-01-19,Lakeshore Lynx,Desert Mesa Meteors,0,Dakota Roberts,36,1,4,2,4,0,0,0,1,3,6,9,4,2,1,1,3,0,
